track_name,artist_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,image_url
Budapest,George Ezra,4,2013,11,3,"140,545",79.0,"1,142,061,871",183.0,,68.0,"309,720","12,360,774",131,6,0,36,87,15,97,17,40,6,https://i.scdn.co/image/ab67616d0000b273d6df3bccf3ec41ea2f76debc
Shellfish cumbia,H2O,2,2023,3,31,2,,,,,,,,192,7,1,65,29,93,5,18,47,36,https://i.scdn.co/image/ab67616d0000b273020936e93592b7aabf41e157
La Gï¿½ï¿½e,Grupo Marca Registrada,4,2024,4,26,"1,325",75.0,"27,813,921",5.0,,2.0,"39,467","103,648",101,11,0,53,29,21,44,18,95,88,
Mi Tesoro (feat. Nicky Jam),Zion & Lennox,2,2016,9,30,"16,013",54.0,"162,240,700",10.0,,13.0,"69,938","829,090",194,10,0,8,100,13,52,69,69,91,https://i.scdn.co/image/ab67616d0000b27382eabf564ddc57325a84dd50
ERE,juan karlos,1,2023,8,4,"8,229",62.0,"117,290,821",5.0,,,,"20,508",101,8,0,82,96,55,93,47,26,35,https://i.scdn.co/image/ab67616d0000b273efb0e42ba1da26bc1fc7b8e7
Alcohol-Free,TWICE,1,2021,6,9,"24,906",62.0,"224,295,163",25.0,,1.0,"32,602","339,808",164,8,1,41,83,64,97,70,46,16,https://i.scdn.co/image/ab67616d0000b273feede28e85bb57807a272a2b
Bad boy,Marwa Loud,1,2018,1,1,"55,077",63.0,"228,588,822",12.0,,9.0,"15,135","4,386,468",86,7,1,35,21,44,20,70,76,89,https://i.scdn.co/image/ab67616d0000b273ba3ad7241f4694bb278b5852
Voices In My Head,Falling In Reverse,2,2022,5,31,"33,824",68.0,"122,568,479",7.0,,3.0,"7,303","365,803",117,9,1,9,60,53,56,27,22,91,https://i.scdn.co/image/ab67616d0000b273cd850819595472eae0c06f66
LA NENA,Lyanno,3,2024,4,11,"4,064",80.0,"29,683,046",10.0,,6.0,"88,547","71,193",105,10,0,58,20,65,75,91,73,36,https://i.scdn.co/image/ab67616d0000b2739b6ba2e8aff0caf9147195e0
Better Now,Post Malone,2,2018,4,27,"5,013",46.0,"1,953,403,531",54.0,,,,,125,11,0,39,36,85,5,18,13,80,https://i.scdn.co/image/ab67616d0000b273b1c4b76e23414c9f20242268
Hati-Hati di Jalan,Tulus,3,2022,3,3,"21,841",69.0,"306,652,166",17.0,,,,"107,807",84,11,0,53,26,45,62,79,60,59,https://i.scdn.co/image/ab67616d0000b273d34a0632f6861e8875d6899b
Algo Mï¿½ï¿½,Rauw Alejandro,2,2020,6,25,"57,388",64.0,"304,134,537",40.0,,6.0,"46,735","872,301",132,2,0,38,34,32,5,80,66,48,
Quicksand,Morray,2,2020,10,30,"39,798",53.0,"92,536,126",27.0,,4.0,"2,505","1,464,482",176,11,1,6,37,78,52,85,75,80,https://i.scdn.co/image/ab67616d0000b2734e8dfa850411698981fe2c45
Singapur,El Alfa,1,2020,5,15,"32,859",64.0,"200,520,284",6.0,,4.0,"17,685","576,685",188,1,0,3,59,49,3,82,24,96,https://i.scdn.co/image/ab67616d0000b27340fea1a570f5ee33aa43b757
Just Dance,Lady Gaga,4,2008,1,1,"183,102",74.0,"1,062,571,821",166.0,,69.0,"1,145,161","7,126,620",146,4,0,14,69,21,8,47,64,55,https://i.scdn.co/image/ab67616d0000b273e691217483df8798445c82e2
Tom's Diner,AnnenMayKantereit,4,2019,6,28,"117,924",68.0,"296,543,065",12.0,,16.0,"103,155","3,560,853",133,0,0,75,31,39,68,28,95,33,https://i.scdn.co/image/ab67616d0000b2732186eb1b0b5436f858c0508c
La Jeepeta - Remix,Nio Garcia,3,2020,4,24,"89,441",64.0,"672,449,007",68.0,,27.0,"345,282","1,329,269",184,2,1,47,79,38,73,47,23,86,https://i.scdn.co/image/ab67616d0000b2735a89169ff864c80931b2b073
Ojos Marrones,Dos Waves,4,2023,2,12,,,"2,307",,,,,"1,542",126,0,0,5,91,40,71,18,52,29,https://i.scdn.co/image/ab67616d0000b273f5ea8a05cf4151534518e28f
Marvins Room,Drake,2,2011,7,22,"102,247",68.0,"597,923,434",81.0,,12.0,"148,200",,65,2,1,72,79,74,86,98,72,26,https://i.scdn.co/image/ab67616d0000b273c7ea04a9b455e3f68ef82550
The Motto,Drake,2,2011,11,15,"89,323",68.0,"549,699,659",89.0,,21.0,"241,905",,184,3,1,34,26,67,3,46,49,50,https://i.scdn.co/image/ab67616d0000b273c7ea04a9b455e3f68ef82550
Hot (feat. Gunna),Young Thug,1,2019,8,16,"84,975",64.0,"387,820,994",46.0,,15.0,"26,150","2,389,263",117,6,0,71,2,6,57,88,0,8,https://i.scdn.co/image/ab67616d0000b273540db9d6bae7e57baecf8b49
Skibidi Toilet,Lil Big Stack,1,2023,6,18,"1,929",55.0,"8,388,731",,,,,"15,378",129,11,0,70,48,84,36,59,38,19,https://i.scdn.co/image/ab67616d0000b27393d5c21554e1462bceb2e91b
moment,Vierre Cloud,4,2019,12,19,"111,710",71.0,"383,570,519",9.0,,4.0,"59,180","914,081",112,11,0,67,84,70,70,47,73,86,https://i.scdn.co/image/ab67616d0000b273716278881a0a609adf14ffc5
Heaven Takes You Home,Swedish House Mafia,3,2022,4,15,"55,197",71.0,"248,202,976",50.0,,35.0,"1,204,670",,125,4,0,57,29,3,5,19,43,46,https://i.scdn.co/image/ab67616d0000b273bd6f8ac82dc5fe1028c14f7d
Far Away (2020 Remaster),Nickelback,4,2020,10,2,"1,941",61.0,"378,296,524",5.0,,,,,117,4,1,76,21,75,50,100,93,18,https://i.scdn.co/image/ab67616d0000b273bad7e941f557e06019b87fd4
God Damn,Badshah,4,2024,3,18,"1,547",70.0,"34,233,316",9.0,,2.0,796,"66,159",141,0,1,18,18,90,78,18,4,100,https://i.scdn.co/image/ab67616d0000b2739bb2d30b01ac2cada8a8ad03
Razzi Bolja,Harjeet Deewana,4,2021,1,17,"1,206",51.0,"14,329,936",,,,,"38,084",146,7,1,61,30,58,98,41,67,67,https://i.scdn.co/image/ab67616d0000b273dcdbff480294c6ac3488ef17
"Tested, Approved & Trusted",Burna Boy,4,2023,8,23,"15,081",61.0,"42,115,225",50.0,,6.0,"39,982","972,640",61,3,1,70,19,80,49,76,71,76,https://i.scdn.co/image/ab67616d0000b27339550ce4ccf28a1a4b82a443
GALOPA,PEDRO SAMPAIO,2,2021,9,16,"26,385",57.0,"210,287,302",17.0,,36.0,"74,508","302,042",96,9,1,9,18,83,95,75,79,11,https://i.scdn.co/image/ab67616d0000b27318313f96fb2cecc502a34f85
Reckless,Madison Beer,3,2021,6,4,"57,183",66.0,"504,851,489",43.0,,12.0,"84,499","845,428",162,4,1,24,1,94,13,48,64,72,https://i.scdn.co/image/ab67616d0000b2734cfec4226766102300244b83
Paint The Town Red,Doja Cat,2,2023,8,3,"3,719",52.0,"1,065,399,331",51.0,,2.0,"7,982",,83,1,1,43,39,25,98,14,78,78,https://i.scdn.co/image/ab67616d0000b2737acee948ecac8380c1b6ce30
BEST ON EARTH (feat. BIA) - Bonus,Russ,3,2019,10,18,"50,891",60.0,"236,121,136",34.0,,15.0,"11,093","2,596,463",171,11,1,98,38,30,10,59,87,84,https://i.scdn.co/image/ab67616d0000b273675fc8cf82a0c1024862a9dc
Drunk (And I Don't Wanna Go Home),Elle King,1,2021,2,26,"29,696",61.0,"198,817,832",53.0,,4.0,991,"1,594,014",124,0,1,57,90,98,9,67,14,78,https://i.scdn.co/image/ab67616d0000b273c543eab4c605e09a6c0446e8
Overdrive,Post Malone,4,2023,7,14,"27,992",63.0,"130,236,751",17.0,,15.0,"366,175","229,064",188,8,1,24,71,72,60,78,49,4,https://i.scdn.co/image/ab67616d0000b27372694fed173af6d24d22eefb
Cuando Nadie Ve,Morat,2,2018,6,8,"41,914",72.0,"621,596,476",23.0,,36.0,"1,908,898","1,406,798",176,1,0,92,53,68,80,80,5,68,https://i.scdn.co/image/ab67616d0000b27390fa215e791c13fe9bacb8bc
Freak (feat. REI AMI),Sub Urban,3,2020,3,13,"47,712",62.0,"193,103,080",5.0,,2.0,"5,607","1,359,388",175,5,0,75,26,51,12,26,65,24,https://i.scdn.co/image/ab67616d0000b27309545e98d9172b05b28f5c0a
Sugar Rush Ride,TOMORROW X TOGETHER,1,2023,1,27,"14,560",67.0,"178,523,233",11.0,,5.0,"36,012","370,282",164,0,0,39,78,71,33,74,68,87,https://i.scdn.co/image/ab67616d0000b2733bb056e3160b85ee86c1194d
Me Escapï¿,DobleP,1,2023,9,7,"7,332",,"36,559,856",,,3.0,"3,117","81,058",62,0,1,75,11,20,59,54,38,100,
Sakhiyaan,Maninder Buttar,4,2018,10,21,"14,789",65.0,"177,496,669",4.0,,,,"433,239",105,8,0,69,77,15,50,86,97,30,https://i.scdn.co/image/ab67616d0000b2738a929b31f419447721d31d08
Without You (feat. Sandro Cavazza),Avicii,3,2017,8,10,"135,290",73.0,"1,074,175,360",82.0,,46.0,"259,328","5,939,460",114,3,1,9,70,50,4,14,95,45,https://i.scdn.co/image/ab67616d0000b273a26cc58b4d64c2ece3376389
Aynen,Heijan,2,2023,4,28,"12,381",57.0,"66,701,855",7.0,,,,"241,463",134,8,1,65,16,15,73,51,28,33,https://i.scdn.co/image/ab67616d0000b273965a9c2c41ab5c84477f3606
IDGAF,Dua Lipa,4,2017,6,2,"108,894",71.0,"1,583,012,380",129.0,,190.0,"438,831","6,705,604",104,10,0,24,89,17,31,30,92,40,https://i.scdn.co/image/ab67616d0000b273838698485511bd9108fadadc
Maniac,Conan Gray,2,2019,10,25,"109,624",71.0,"845,222,205",58.0,,17.0,"25,809","1,531,126",136,4,1,70,100,46,11,89,87,77,https://i.scdn.co/image/ab67616d0000b27388e3cda6d29b2552d4d6bc43
Love Me Harder,Ariana Grande,1,2014,1,1,"80,957",73.0,"917,284,463",84.0,,55.0,"778,510","5,880,498",83,6,0,86,83,55,51,6,45,90,https://i.scdn.co/image/ab67616d0000b273deec12a28d1e336c5052e9aa
Si Supieras,Daddy Yankee,2,2019,6,28,"33,666",63.0,"306,404,848",47.0,,14.0,"108,812","1,301,119",94,0,1,10,9,27,12,12,30,67,https://i.scdn.co/image/ab67616d0000b2734f083921227dd5aa6ab09832
Love Someone,Lukas Graham,2,2018,9,7,"76,430",63.0,"753,200,066",51.0,,38.0,"48,577",,83,5,1,35,18,81,84,53,23,86,https://i.scdn.co/image/ab67616d0000b27345100f4cdb2a88ecf80f270f
Dance Alone,Sia,4,2024,2,7,"3,020",3.0,"25,180,079",46.0,,32.0,"6,943,957","206,471",87,7,0,48,81,77,53,12,14,37,https://i.scdn.co/image/ab67616d0000b2739af8c93543d5e15790d34a4b
Suano,NTG,2,2024,3,24,"1,439",71.0,"15,333,864",6.0,,5.0,"555,882","122,965",75,0,0,47,29,55,96,19,75,45,https://i.scdn.co/image/ab67616d0000b273498479f6da1d4126c8944970
Heart On Ice,Rod Wave,4,2019,5,31,"70,340",62.0,"320,136,804",24.0,,2.0,"8,128","1,552,968",118,8,0,86,29,36,53,97,19,68,https://i.scdn.co/image/ab67616d0000b273ae9b6f01afeeed8900cf8e06
POP/STARS,K/DA,1,2018,11,3,"49,066",64.0,"352,999,804",16.0,,10.0,"27,275","768,827",74,2,0,6,24,15,40,9,3,26,https://i.scdn.co/image/ab67616d0000b273d1241debb8543af8322a7d6a
Ring (feat. Kehlani),Cardi B,4,2018,4,6,"25,649",59.0,"242,105,356",21.0,,7.0,"36,419","1,550,411",70,0,0,90,87,84,47,51,57,42,https://i.scdn.co/image/ab67616d0000b273a0caffda54afd0a65995bbab
Potion (with Dua Lipa & Young Thug),Calvin Harris,4,2022,5,27,"38,872",60.0,"221,965,013",58.0,,62.0,"1,596,584","1,046,181",138,0,0,76,73,64,50,36,76,77,https://i.scdn.co/image/ab67616d0000b273210dbb988be90592f4e0a4bd
Pï¿½ï¿½gina De Ex - Ao Vivo N,Mari Fernandez,3,2024,4,26,920,71.0,"13,842,105",4.0,,11.0,"805,419","10,827",174,10,1,50,65,59,46,51,60,70,
"Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,2,2011,10,11,"247,483",70.0,"1,431,126,152",95.0,,69.0,"289,282","142,030",127,5,1,16,95,60,49,26,9,44,https://i.scdn.co/image/ab67616d0000b273f8fa110661ccdfb74cbcb447
NEW MAGIC WAND,"Tyler, The Creator",1,2019,5,17,"145,653",74.0,"617,991,511",16.0,,8.0,"73,030","1,512,216",102,10,1,31,34,10,95,33,40,17,https://i.scdn.co/image/ab67616d0000b2737005885df706891a3c182a57
Taaron Ke Shehar,Neha Kakkar,4,2020,9,20,"7,017",58.0,"95,962,246",2.0,,,,"198,978",128,5,1,25,50,74,75,99,52,31,https://i.scdn.co/image/ab67616d0000b273eca8738a25b2d5198283b95e
Monster,LUM!X,1,2019,4,19,"84,886",66.0,"324,575,469",25.0,,27.0,"599,230","3,588,080",197,0,0,21,100,65,45,61,86,1,https://i.scdn.co/image/ab67616d0000b2739b9b7fe635dbe1b5173f78b3
"SI SI SI SI (feat. Eladio Carrion, Bryant Myers, Dei V)",The Academy: Segunda Misiï¿½,3,2024,3,28,"3,730",68.0,"35,185,414",21.0,,3.0,"21,209","143,569",134,2,1,12,70,31,98,15,70,40,
River (feat. Ed Sheeran),Eminem,2,2017,12,15,"95,470",67.0,"830,410,811",49.0,,24.0,"54,375","4,748,281",162,6,1,11,70,18,99,58,75,19,https://i.scdn.co/image/ab67616d0000b273dee6b58d35215322626b5701
Churchill Downs (feat. Drake),Jack Harlow,4,2022,5,6,"59,992",61.0,"153,857,576",11.0,,,,"577,230",100,9,0,70,26,55,37,20,47,92,https://i.scdn.co/image/ab67616d0000b2738e55edb69ca44a25b52b17bb
Wide Awake,Katy Perry,2,2012,1,1,"47,976",73.0,"447,997,798",29.0,,14.0,"144,663","4,506,047",118,2,1,0,9,4,91,15,14,57,https://i.scdn.co/image/ab67616d0000b273937af329667311f4b2831616
Eyvah Neye Yarar,Semicenk,3,2023,12,15,"2,618",,"27,235,294",2.0,,1.0,"1,566,667","121,649",98,2,0,32,96,2,12,80,6,89,https://i.scdn.co/image/ab67616d0000b273f4d45cd1a7d10aceeae7f3a2
Lush Life,Zara Larsson,3,2015,6,5,"151,855",78.0,"1,429,205,245",200.0,,126.0,"2,293,474","9,877,808",62,2,0,13,42,27,75,78,71,37,https://i.scdn.co/image/ab67616d0000b2739e1683774b22648f4f178ed3
Kitty,Kenia OS,1,2024,4,23,703,77.0,"23,061,213",11.0,,18.0,"214,885","37,878",66,11,0,63,54,89,21,12,70,0,https://i.scdn.co/image/ab67616d0000b2738dce38f98a7b906f33c1d32b
"O Bedardeya (From ""Tu Jhoothi Main Makkaar"")",Pritam,4,2023,3,4,"10,142",64.0,"184,580,310",9.0,,,,"203,774",108,6,1,42,70,86,1,32,42,68,https://i.scdn.co/image/ab67616d0000b2732a733a9eeabca1a5fb50312b
Wildberry Lillet,Nina Chuba,1,2022,8,12,"46,697",58.0,"161,145,820",25.0,,10.0,"582,833","647,249",85,3,0,57,5,93,92,53,3,53,https://i.scdn.co/image/ab67616d0000b2739ac00fcabc982b2e03987247
Amapiano,Asake,3,2023,5,23,"21,556",63.0,"68,990,989",53.0,,5.0,"101,774","721,377",160,3,1,40,5,71,76,68,50,13,https://i.scdn.co/image/ab67616d0000b2737e2b5827ffc185e44c3e6ef0
Hola Seï¿½ï¿½o,GIMS,2,2019,4,25,"42,423",58.0,"208,249,257",78.0,,19.0,"684,768","3,459,196",138,2,1,80,76,99,98,26,70,24,
M.A (Mejores Amigos),BM,1,2022,9,20,"26,160",2.0,"179,475,517",2.0,,4.0,"139,218","401,773",61,9,1,67,47,28,12,51,58,8,https://i.scdn.co/image/ab67616d0000b2736b9540d38079c83e0a71674a
Take A Bite,beabadoobee,1,2024,5,9,"2,529",78.0,"18,634,348",35.0,,15.0,"156,944","31,394",186,10,0,38,76,76,56,64,40,93,https://i.scdn.co/image/ab67616d0000b2737d9a2e7835a178df7b0153aa
Dream Girl - Remix,Ir Sais,2,2019,12,6,"56,563",64.0,"289,196,126",72.0,,10.0,"281,695","1,102,746",191,8,0,0,1,58,33,43,60,82,https://i.scdn.co/image/ab67616d0000b273297245e15c7f7f8f779f870c
Me Enamorï¿,Shakira,1,2017,1,1,"32,035",61.0,"388,986,035",52.0,,41.0,"299,770","3,095,680",79,1,0,40,82,24,18,29,29,60,
Geri Dï¿½ï¿½nem,Semicenk,2,2023,5,5,"11,465",67.0,"111,150,894",7.0,,1.0,"1,089","208,321",176,3,1,44,50,21,8,22,17,51,
Gimmie A Light,Ice Spice,4,2024,5,10,"1,005",,"8,734,499",22.0,,13.0,"453,247","39,843",91,7,1,87,60,96,94,78,29,7,https://i.scdn.co/image/ab67616d0000b273ad2cf30bac7e07b554dcdf58
on the street (with J. Cole),j-hope,2,2023,3,3,"21,804",63.0,"183,683,364",15.0,,1.0,207,"317,811",87,5,0,97,18,100,32,99,6,15,https://i.scdn.co/image/ab67616d0000b2735e8286ff63f7efce1881a02b
LOST FOREVER,Travis Scott,4,2023,7,28,"33,290",62.0,"66,878,719",5.0,,1.0,,"149,968",136,6,1,97,1,70,26,82,51,7,https://i.scdn.co/image/ab67616d0000b273881d8d8378cd01099babcd44
Bad and Boujee (feat. Lil Uzi Vert),Migos,2,2016,10,28,"1,317",40.0,"936,450,891",27.0,,,,"521,405",60,6,0,87,50,22,44,93,47,22,https://i.scdn.co/image/ab67616d0000b2736275aeac316378b0dd4f31fd
What Ifs (feat. Lauren Alaina),Kane Brown,3,2016,12,2,"45,773",67.0,"516,523,975",39.0,,3.0,"4,887","1,925,032",115,1,0,78,25,69,1,15,22,72,https://i.scdn.co/image/ab67616d0000b27348295fd4144b8ce6b437d682
I Got Love,MiyaGi,3,2018,5,15,235,,"136,456,221",,,,,,94,3,1,80,69,78,78,54,36,95,https://i.scdn.co/image/ab67616d0000b2734cd857649cf2ce0ed3745102
SET ME FREE,TWICE,4,2023,3,10,"11,752",62.0,"117,186,345",11.0,,3.0,"52,357","191,507",171,9,1,12,19,78,82,17,70,100,https://i.scdn.co/image/ab67616d0000b27359f57a5ca507a3d3fed81ea6
Say Something,A Great Big World,4,2013,11,4,"116,991",65.0,"1,064,534,331",102.0,,71.0,"421,702","12,937,536",89,9,0,70,22,39,56,89,92,33,https://i.scdn.co/image/ab67616d0000b2739e2acbb00244d6da17edb0cf
Cake By The Ocean - Cover,MUSIC LAB JPN,3,2023,5,12,,,"1,617,307,191",,,,,,113,5,1,8,53,97,94,16,97,17,https://i.scdn.co/image/ab67616d0000b273d46afc9e9cffe5003ae71633
Por Dentro,Rels B,4,2023,11,23,"7,383",,"105,759,424",10.0,,21.0,"12,178,185","114,185",95,2,0,62,14,13,56,74,52,43,https://i.scdn.co/image/ab67616d0000b273d0f200c2027aca1766e57ec0
You Belong With Me,Taylor Swift,2,2008,1,1,"87,942",66.0,"643,828,366",45.0,,19.0,"138,459","3,063,470",139,8,0,98,5,28,15,51,44,14,https://i.scdn.co/image/ab67616d0000b273a48964b5d9a3d6968ae3e0de
"Sex, Drugs, Etc.",Beach Weather,2,2016,11,4,"160,628",77.0,"818,926,915",37.0,,36.0,"344,006","3,388,780",117,3,1,22,91,15,78,44,48,14,https://i.scdn.co/image/ab67616d0000b273a03e3d24ccee1c370899c342
Tchuco Nela,MC Rogerinho,3,2022,4,8,"14,889",72.0,"154,127,881",5.0,,26.0,"213,644","136,448",142,9,0,53,34,92,5,55,48,92,https://i.scdn.co/image/ab67616d0000b27366bd16a15930d24472b74321
Californication,Red Hot Chili Peppers,1,1999,6,8,"276,377",79.0,"1,405,353,677",2.0,,268.0,"1,064,069",,124,1,1,46,74,86,13,92,81,22,https://i.scdn.co/image/ab67616d0000b27394d08ab63e57b0cae74e8595
La Mordidita,Ricky Martin,2,2015,2,10,"35,991",61.0,"301,574,752",45.0,,22.0,"49,244","3,635,979",128,5,0,38,7,9,26,53,46,86,https://i.scdn.co/image/ab67616d0000b27375862efcb6e061bf1721defb
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,4,2017,3,10,"40,536",56.0,"921,936,314",71.0,,5.0,"3,333","2,690,190",187,0,1,86,56,46,37,8,24,64,https://i.scdn.co/image/ab67616d0000b273cdba7ee22968991250725ce1
One in a Million,Bebe Rexha,1,2023,8,4,"17,147",70.0,"109,868,838",48.0,,42.0,"866,250","408,957",110,5,1,25,49,3,18,16,90,85,https://i.scdn.co/image/ab67616d0000b273c0c46d4ff076e349b6b95658
Playing Games,Summer Walker,1,2019,8,23,"26,786",58.0,"177,369,022",35.0,,8.0,"558,639","1,548,061",81,11,0,0,48,11,36,26,26,70,https://i.scdn.co/image/ab67616d0000b273b5ed9187ac7f8aa281a547e3
Often,The Weeknd,2,2014,1,1,"142,822",73.0,"982,399,328",47.0,,26.0,"235,234","2,317,956",166,9,1,13,87,41,3,36,11,31,https://i.scdn.co/image/ab67616d0000b2737fcead687e99583072cc217b
Balanï¿½ï¿½o da ,Matheus Fernandes,2,2022,2,24,"19,268",61.0,"237,867,475",27.0,,24.0,"378,419","151,448",168,0,1,95,20,97,57,21,22,91,
Better Things,aespa,1,2023,8,18,"7,731",60.0,"72,446,983",20.0,,5.0,"86,890","106,424",175,7,0,73,35,3,89,71,16,31,https://i.scdn.co/image/ab67616d0000b273c2bcf77ad1fe40f6c7b88609
CCC - Remix,Michelle Maciel,1,2023,9,1,"8,847",,"127,818,826",5.0,,7.0,"629,291","229,633",160,4,1,64,70,83,8,66,43,32,https://i.scdn.co/image/ab67616d0000b2730261cf752d4a09765530439a
Carnival,Kanye West,3,2024,2,8,324,,"465,320,426",26.0,,,,,159,5,0,68,68,91,39,37,70,42,https://i.scdn.co/image/ab67616d0000b273b2e4a1ea8a6708fc23f26e4a
Swag Se Swagat,Neha Bhasin,4,2017,12,12,"4,244",50.0,"22,317,486",12.0,,,,"389,397",127,1,1,66,57,91,14,98,23,12,https://i.scdn.co/image/ab67616d0000b273576521b1bf3ec2fd7fdfcbd5
SEVILLA,Thrife,3,2022,8,12,"23,652",41.0,"26,054,526",1.0,,1.0,"2,681","298,281",95,1,0,48,62,5,100,95,70,91,https://i.scdn.co/image/ab67616d0000b273e3ac0c654b6c9332f406c4f6
Chana Tera Shukriya,Tanveer Anjum,2,2023,7,15,4,6.0,"9,015",,,,,212,81,11,0,49,92,13,3,71,92,8,https://i.scdn.co/image/ab67616d0000b273a5d577fb6f358c4608f4e2a0
Caramelo - Remix,Leoo Remix,3,2020,10,1,82,,"144,767",,,,,,125,8,0,57,15,34,89,43,59,61,
GHOST!,phonk.me,3,2022,12,2,"24,672",67.0,"127,080,399",7.0,,5.0,"124,957","311,493",80,2,0,52,5,46,51,90,52,56,https://i.scdn.co/image/ab67616d0000b27363392de372fd2ee2822717ea
CUTE DEPRESSED,Dyan Dxddy,3,2024,2,2,"3,729",77.0,"54,477,192",2.0,,1.0,378,"120,049",159,5,1,90,77,57,17,95,91,47,https://i.scdn.co/image/ab67616d0000b273550c08bd67e6d175e2dc463b
Inolvidable,Ovy On The Drums,3,2020,1,15,"38,487",65.0,"256,133,319",8.0,,12.0,"11,915","1,247,248",187,9,0,56,51,64,52,35,86,42,https://i.scdn.co/image/ab67616d0000b2733c0c14b2eb48a8e0ac68899a
Lioness,Swedish House Mafia,4,2024,6,7,776,,"2,480,498",24.0,,23.0,"1,512,955","13,506",103,4,1,85,1,18,58,97,73,66,https://i.scdn.co/image/ab67616d0000b2732910ba339ea76aa6321dbee5
Zombie,Bad Wolves,4,2018,1,19,"77,293",6.0,"391,235,723",9.0,,8.0,"9,221","5,361,011",162,11,0,17,88,56,98,24,15,80,https://i.scdn.co/image/ab67616d0000b2730fa217105897ecfc5242b600
NI BIEN NI MAL,Bad Bunny,1,2018,12,23,"57,617",61.0,"461,199,840",14.0,,13.0,"23,140","889,933",106,3,1,15,94,64,53,94,97,97,https://i.scdn.co/image/ab67616d0000b273519266cd05491a5b5bc22d1e
MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2,2023,2,23,"12,970",66.0,"132,811,353",9.0,,4.0,"79,090","212,091",98,9,0,1,76,12,40,41,24,31,
My Heart Goes (La Di Da),Becky Hill,3,2021,8,20,"57,447",63.0,"300,361,628",94.0,,47.0,"408,539","1,988,562",88,1,1,12,17,7,59,12,65,72,https://i.scdn.co/image/ab67616d0000b27309c5735e9ed63de615e98afc
Candy Shop,50 Cent,1,2005,1,1,"219,091",75.0,"954,807,024",76.0,,49.0,"662,226","6,300,407",113,7,1,44,80,17,92,55,49,59,https://i.scdn.co/image/ab67616d0000b27391f7222996c531b981e7bb3d
ONLY,LeeHi,1,2021,8,27,"50,340",71.0,"335,212,411",8.0,,1.0,"1,895","959,210",149,9,0,79,91,34,87,78,68,0,https://i.scdn.co/image/ab67616d0000b273d5d11b6ac4242aaa41c8be69
Avalon,$uicideboy$,1,2021,5,21,"54,797",65.0,"204,669,341",2.0,,,,"288,456",144,6,0,71,75,86,3,50,77,56,https://i.scdn.co/image/ab67616d0000b273b25093d7ccdce4a848988f9e
Puro Campeï¿½,Grupo Marca Registrada,4,2022,10,14,"20,521",61.0,"162,996,272",5.0,,,,"338,327",76,10,0,42,34,25,84,49,94,83,
Esperï¿½ï¿½n,Manuel Turizo,3,2017,12,7,"25,970",59.0,"333,106,545",18.0,,11.0,"140,309","1,055,124",139,1,1,71,85,37,38,76,39,68,
Gas Pedal,Sage The Gemini,3,2013,3,19,"57,350",59.0,"253,903,241",25.0,,6.0,"23,224","2,408,827",132,5,1,53,38,83,6,51,5,84,https://i.scdn.co/image/ab67616d0000b273275692aecbdc0714717caf3a
Landmines,Sum 41,2,2023,9,27,"6,754",,"18,708,085",14.0,,4.0,"159,332","325,793",108,7,1,73,0,65,22,32,63,68,https://i.scdn.co/image/ab67616d0000b273d4109eee9ce4b4be92cbac39
Flowers,Miley Cyrus,3,2023,1,12,1,,"2,031,280,633",,,,,,160,6,1,96,36,25,84,94,27,67,https://i.scdn.co/image/ab67616d0000b273cd222052a2594be29a6616b5
"Mnike (feat. DJ Maphorisa, Nandipha808, Ceeka RSA & Tyron Dee)",Tyler ICU,3,2023,4,28,"19,814",61.0,"54,611,633",38.0,,4.0,"16,548",,61,0,0,30,20,56,62,24,8,60,https://i.scdn.co/image/ab67616d0000b273f50da72a3d6dc3ef32948178
DANCE CRIP,Trueno,1,2021,11,17,"50,642",61.0,"265,253,887",25.0,,10.0,"117,988",,118,4,0,75,0,99,64,57,5,7,https://i.scdn.co/image/ab67616d0000b2732ccbe28be97225ae844bef55
stellar,.diedlonely,2,2023,6,23,"6,022",66.0,"44,235,866",4.0,,1.0,"43,207","363,177",156,1,0,8,3,24,40,39,16,88,https://i.scdn.co/image/ab67616d0000b27364cf51cfaf81d9b874c79cae
En Tu Perra Vida,Grupo Firme,3,2021,5,12,"24,857",53.0,"265,126,606",14.0,,2.0,"3,684","801,181",158,5,0,100,95,29,88,86,39,6,https://i.scdn.co/image/ab67616d0000b273d599a026edcf6b4a14e88b09
Malibu,Miley Cyrus,4,2017,5,11,"87,422",68.0,"810,044,838",136.0,,69.0,"429,231","3,225,942",162,6,1,72,57,81,94,37,98,36,https://i.scdn.co/image/ab67616d0000b2739012e092ad8ed4731ea11134
Skin and Bones,David Kushner,3,2024,1,19,"9,185",,"70,354,552",17.0,,19.0,"64,690",,61,6,1,47,0,6,43,2,75,41,https://i.scdn.co/image/ab67616d0000b2736fff81c8007166b5a49f0ab6
